Breed,Gender,Age_time_of_death,Height,Weight,Likes,Skills
Pug,Female,14.0,11.69,15.7,likes_people_better_than_dogs,no_special_skills
Plott Hound,Male,13.1,21.61,55.49,likes_nobody,no_special_skills
Chihuahua,Female,14.5,7.28,5.14,likes_dogs_better_than_people,barks_like_hell
Chihuahua,Female,14.7,6.96,5.3,likes_dogs_better_than_people,barks_like_hell
Boston Terrier,Male,12.5,15.87,16.47,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,12.9,21.04,46.47,likes_people_better_than_dogs,high_trainability
Great Dane,Male,9.2,31.11,160.31,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,11.3,23.23,70.95,likes_everybody,high_trainability
Cocker Spaniel,Female,11.9,15.06,23.42,likes_everybody,no_special_skills
Beagle,Male,14.3,15.39,18.97,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,12.6,22.08,44.7,likes_everybody,barks_like_hell
American Bulldog,Female,11.3,22.37,70.19,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,13.4,26.74,68.02,likes_dogs_better_than_people,high_trainability
Chihuahua,Male,15.1,6.99,4.61,likes_dogs_better_than_people,barks_like_hell
Boston Terrier,Female,11.9,16.49,21.92,likes_people_better_than_dogs,no_special_skills
Cane Corso,Female,11.0,26.31,96.71,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.0,11.79,23.38,likes_people_better_than_dogs,no_special_skills
French Bulldog,Female,11.1,11.88,20.68,likes_people_better_than_dogs,no_special_skills
Boxer,Female,10.2,23.86,63.04,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Male,15.4,25.22,69.14,likes_dogs_better_than_people,high_trainability
Golden Retriever,Male,10.9,23.14,70.91,likes_everybody,high_trainability
Rhodesian Ridgeback,Male,11.6,26.02,85.0,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,11.2,28.88,67.38,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Female,15.7,25.57,55.35,likes_dogs_better_than_people,high_trainability
Bloodhound,Female,10.9,25.71,86.09,likes_dogs_better_than_people,barks_like_hell
Greyhound,Female,11.1,28.21,60.71,likes_dogs_better_than_people,no_special_skills
Barbet,Male,13.0,21.95,48.05,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.2,12.48,18.95,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Male,11.8,16.26,20.05,likes_people_better_than_dogs,no_special_skills
American Bulldog,Female,10.7,22.23,72.64,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,13.5,25.93,73.06,likes_dogs_better_than_people,high_trainability
Plott Hound,Female,12.6,21.92,50.58,likes_nobody,no_special_skills
Boxer,Male,10.5,23.82,74.35,likes_people_better_than_dogs,no_special_skills
American Bulldog,Female,10.9,21.97,68.87,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.4,12.79,53.61,likes_dogs_better_than_people,no_special_skills
Barbet,Female,13.3,21.88,46.58,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,11.1,25.41,96.02,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Male,11.0,27.24,125.46,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,11.1,12.12,23.8,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,11.6,29.02,68.28,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,11.5,23.71,83.07,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,10.9,26.69,97.31,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Male,10.8,26.5,88.05,likes_people_better_than_dogs,high_trainability
Golden Retriever,Male,11.2,23.45,70.67,likes_everybody,high_trainability
Tibetan Mastiff,Male,11.3,27.13,99.58,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.6,26.54,96.23,likes_dogs_better_than_people,barks_like_hell
Siberian Husky,Female,13.3,22.72,41.35,likes_everybody,barks_like_hell
Pug,Female,14.2,11.09,15.57,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Male,10.3,27.84,123.47,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Male,14.5,24.78,68.57,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Female,11.6,26.18,70.0,likes_people_better_than_dogs,no_special_skills
Plott Hound,Male,12.7,23.08,56.73,likes_nobody,no_special_skills
Cane Corso,Female,10.7,26.11,93.55,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Male,10.9,26.72,85.56,likes_people_better_than_dogs,high_trainability
Boxer,Female,11.0,23.89,58.99,likes_people_better_than_dogs,no_special_skills
Chihuahua,Male,14.5,6.43,5.2,likes_dogs_better_than_people,barks_like_hell
Golden Retriever,Male,11.0,23.58,66.59,likes_everybody,high_trainability
Dachshund,Female,14.3,8.27,21.91,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Female,10.9,26.56,104.56,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Female,12.0,15.83,19.71,likes_people_better_than_dogs,no_special_skills
Cane Corso,Male,10.5,25.88,104.86,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,14.0,26.31,71.6,likes_dogs_better_than_people,high_trainability
Labrador Retriever,Male,10.6,22.89,73.14,likes_everybody,high_trainability
Greyhound,Female,11.1,28.71,62.65,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,13.3,8.42,25.29,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Male,9.4,25.65,100.2,likes_dogs_better_than_people,high_trainability
Pug,Female,13.7,10.97,15.49,likes_people_better_than_dogs,no_special_skills
Dachshund,Male,12.6,8.56,23.97,likes_dogs_better_than_people,barks_like_hell
Greyhound,Male,10.7,28.36,68.86,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,14.0,8.37,21.36,likes_dogs_better_than_people,barks_like_hell
Pug,Female,13.9,11.63,16.35,likes_people_better_than_dogs,no_special_skills
Beagle,Female,11.5,14.02,27.05,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.4,12.34,51.22,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,11.1,27.81,113.8,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,12.9,8.51,20.55,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Male,10.5,14.84,28.06,likes_everybody,no_special_skills
Boxer,Female,10.7,23.84,57.22,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Female,11.3,23.15,61.67,likes_everybody,high_trainability
Boston Terrier,Male,12.3,16.0,16.99,likes_people_better_than_dogs,no_special_skills
Siberian Husky,Male,12.9,22.13,51.19,likes_everybody,barks_like_hell
Golden Retriever,Male,11.2,23.71,72.94,likes_everybody,high_trainability
Rhodesian Ridgeback,Female,10.8,25.98,70.0,likes_people_better_than_dogs,no_special_skills
French Bulldog,Male,10.8,11.72,23.34,likes_people_better_than_dogs,no_special_skills
Greyhound,Female,11.2,29.0,62.23,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,10.6,27.69,128.88,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.8,22.83,44.9,likes_nobody,no_special_skills
Australian Shepherd,Female,12.6,21.65,47.53,likes_people_better_than_dogs,high_trainability
French Bulldog,Female,11.7,12.41,21.44,likes_people_better_than_dogs,no_special_skills
Boxer,Female,11.4,23.82,54.55,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Male,10.9,23.88,69.08,likes_everybody,high_trainability
Belgian Malinois,Male,15.0,25.39,74.79,likes_dogs_better_than_people,high_trainability
Cocker Spaniel,Female,12.0,15.1,21.84,likes_everybody,no_special_skills
Dachshund,Female,12.9,8.58,19.73,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Female,9.6,24.89,95.12,likes_dogs_better_than_people,high_trainability
Boston Terrier,Female,12.7,16.3,19.22,likes_people_better_than_dogs,no_special_skills
Chihuahua,Female,15.7,5.84,4.93,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Male,11.5,14.82,28.6,likes_everybody,no_special_skills
Tibetan Mastiff,Female,11.3,25.44,79.37,likes_dogs_better_than_people,no_special_skills
Barbet,Male,12.8,22.02,50.4,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,10.6,26.54,104.36,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,13.0,21.66,41.15,likes_everybody,barks_like_hell
Cane Corso,Female,10.6,26.5,90.64,likes_dogs_better_than_people,no_special_skills
Rottweiler,Female,9.4,26.13,91.94,likes_dogs_better_than_people,high_trainability
Beagle,Male,12.8,14.8,17.55,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Male,13.6,22.29,62.48,likes_people_better_than_dogs,high_trainability
Pug,Female,13.8,11.12,16.35,likes_people_better_than_dogs,no_special_skills
Chihuahua,Male,15.2,5.96,5.08,likes_dogs_better_than_people,barks_like_hell
Border Collie,Male,12.7,20.5,39.78,likes_people_better_than_dogs,high_trainability
French Bulldog,Male,11.2,11.9,21.8,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,11.7,26.06,87.11,likes_dogs_better_than_people,barks_like_hell
Rhodesian Ridgeback,Female,11.3,26.25,70.0,likes_people_better_than_dogs,no_special_skills
Chihuahua,Male,14.7,6.8,4.75,likes_dogs_better_than_people,barks_like_hell
Boxer,Male,11.5,23.53,75.57,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,11.4,27.14,77.61,likes_people_better_than_dogs,high_trainability
Belgian Malinois,Female,15.3,25.68,50.18,likes_dogs_better_than_people,high_trainability
Belgian Malinois,Male,14.8,25.26,69.67,likes_dogs_better_than_people,high_trainability
Cane Corso,Female,10.5,26.18,92.43,likes_dogs_better_than_people,no_special_skills
Great Dane,Male,8.9,31.57,158.64,likes_dogs_better_than_people,no_special_skills
Pug,Male,13.6,11.28,16.58,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Female,10.8,23.77,60.98,likes_everybody,high_trainability
Boxer,Female,11.0,24.05,54.83,likes_people_better_than_dogs,no_special_skills
Rottweiler,Female,9.7,25.29,86.21,likes_dogs_better_than_people,high_trainability
Plott Hound,Male,13.2,23.09,54.37,likes_nobody,no_special_skills
Bloodhound,Female,10.9,25.54,90.75,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Male,10.8,11.52,26.75,likes_people_better_than_dogs,no_special_skills
Boxer,Male,10.9,23.92,72.64,likes_people_better_than_dogs,no_special_skills
Border Collie,Female,13.0,20.15,44.65,likes_people_better_than_dogs,high_trainability
Plott Hound,Male,13.4,22.68,54.07,likes_nobody,no_special_skills
Cane Corso,Male,11.3,26.23,102.87,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Female,11.2,23.46,62.49,likes_everybody,high_trainability
Great Dane,Female,8.6,30.73,125.12,likes_dogs_better_than_people,no_special_skills
Beagle,Female,12.9,13.46,25.61,likes_dogs_better_than_people,no_special_skills
Pug,Female,13.9,11.12,16.75,likes_people_better_than_dogs,no_special_skills
French Bulldog,Male,10.8,12.78,25.14,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,12.2,21.62,49.52,likes_nobody,no_special_skills
Rottweiler,Male,9.5,26.0,110.74,likes_dogs_better_than_people,high_trainability
Barbet,Male,13.0,22.56,50.38,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,10.6,25.61,92.52,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Male,11.3,23.37,71.94,likes_everybody,high_trainability
Basset Hound,Male,12.3,12.7,54.89,likes_dogs_better_than_people,no_special_skills
Bloodhound,Female,11.2,26.18,91.31,likes_dogs_better_than_people,barks_like_hell
Rhodesian Ridgeback,Female,11.2,26.43,70.0,likes_people_better_than_dogs,no_special_skills
Pug,Female,14.4,11.74,15.62,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,10.4,25.88,97.56,likes_dogs_better_than_people,barks_like_hell
Beagle,Male,10.6,14.85,19.05,likes_dogs_better_than_people,no_special_skills
Barbet,Male,13.0,20.85,47.71,likes_dogs_better_than_people,no_special_skills
Pug,Male,13.7,11.68,16.25,likes_people_better_than_dogs,no_special_skills
Greyhound,Female,12.3,28.75,62.5,likes_dogs_better_than_people,no_special_skills
Plott Hound,Male,12.1,22.85,55.25,likes_nobody,no_special_skills
Belgian Malinois,Female,15.4,25.34,51.76,likes_dogs_better_than_people,high_trainability
Great Dane,Female,8.6,30.9,123.47,likes_dogs_better_than_people,no_special_skills
Chihuahua,Male,14.9,7.21,5.33,likes_dogs_better_than_people,barks_like_hell
Rhodesian Ridgeback,Male,11.1,25.75,85.0,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.1,14.13,62.23,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,10.7,29.48,67.04,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,14.1,8.54,23.86,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Female,11.2,26.01,92.44,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Male,10.7,27.74,129.58,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Female,15.0,24.99,46.77,likes_dogs_better_than_people,high_trainability
Pug,Male,14.0,11.83,15.63,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Male,11.0,23.04,74.7,likes_everybody,high_trainability
Golden Retriever,Male,11.2,23.41,73.38,likes_everybody,high_trainability
Rhodesian Ridgeback,Female,11.0,25.86,70.0,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Male,15.1,25.05,64.12,likes_dogs_better_than_people,high_trainability
Siberian Husky,Female,12.9,22.58,39.3,likes_everybody,barks_like_hell
Cane Corso,Female,10.9,26.8,92.73,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Male,11.3,23.79,73.79,likes_everybody,high_trainability
Boxer,Male,10.4,23.72,70.81,likes_people_better_than_dogs,no_special_skills
American Bulldog,Male,11.2,21.2,81.05,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,10.3,11.83,22.44,likes_people_better_than_dogs,no_special_skills
Rhodesian Ridgeback,Female,11.2,25.58,70.0,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Male,15.2,25.12,66.86,likes_dogs_better_than_people,high_trainability
Boston Terrier,Male,12.3,16.1,18.43,likes_people_better_than_dogs,no_special_skills
French Bulldog,Female,11.1,12.53,20.77,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Female,11.7,16.1,17.07,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,13.6,21.34,45.31,likes_nobody,no_special_skills
Greyhound,Male,11.2,29.36,67.43,likes_dogs_better_than_people,no_special_skills
Basset Hound,Male,12.4,13.6,43.54,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,10.4,25.39,86.7,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,10.5,26.45,92.83,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.1,25.62,123.0,likes_dogs_better_than_people,high_trainability
Labrador Retriever,Male,10.7,23.53,80.73,likes_everybody,high_trainability
American Bulldog,Female,10.8,21.97,70.09,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,10.3,26.46,102.39,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Male,12.5,16.35,15.95,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Male,11.3,29.23,130.92,likes_dogs_better_than_people,no_special_skills
Boxer,Male,10.5,23.93,71.16,likes_people_better_than_dogs,no_special_skills
American Bulldog,Female,11.0,22.14,65.29,likes_dogs_better_than_people,no_special_skills
Boxer,Male,11.1,23.75,72.77,likes_people_better_than_dogs,no_special_skills
Beagle,Male,11.6,14.68,16.98,likes_dogs_better_than_people,no_special_skills
Great Dane,Female,7.6,31.36,122.94,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,10.8,27.68,111.44,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,10.9,23.68,70.26,likes_everybody,high_trainability
Boston Terrier,Male,11.9,16.61,16.08,likes_people_better_than_dogs,no_special_skills
American Bulldog,Male,11.3,23.71,95.07,likes_dogs_better_than_people,no_special_skills
Basset Hound,Male,12.4,13.49,52.15,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,10.1,26.49,100.74,likes_dogs_better_than_people,no_special_skills
Barbet,Male,12.8,22.12,44.8,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,10.9,27.17,83.25,likes_people_better_than_dogs,high_trainability
Siberian Husky,Male,13.0,22.52,53.37,likes_everybody,barks_like_hell
Great Dane,Female,8.8,30.5,125.98,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Female,11.1,22.9,58.39,likes_everybody,high_trainability
Cocker Spaniel,Male,12.0,14.97,27.63,likes_everybody,no_special_skills
Greyhound,Male,10.4,28.89,67.06,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,13.0,26.31,64.73,likes_dogs_better_than_people,high_trainability
Chihuahua,Female,15.4,6.56,4.84,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Male,11.3,12.15,23.45,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Male,10.2,27.12,85.18,likes_people_better_than_dogs,high_trainability
Boxer,Male,10.7,24.02,68.49,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Male,14.6,24.8,71.67,likes_dogs_better_than_people,high_trainability
Great Dane,Female,8.7,30.76,118.74,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,14.0,20.56,36.55,likes_people_better_than_dogs,high_trainability
Cane Corso,Male,10.0,26.74,103.72,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,13.2,8.25,26.97,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Female,11.2,11.62,23.16,likes_people_better_than_dogs,no_special_skills
Barbet,Female,13.4,24.34,54.93,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Male,10.6,23.44,69.78,likes_everybody,high_trainability
Labrador Retriever,Female,10.1,23.56,67.05,likes_everybody,high_trainability
Boxer,Male,10.7,23.89,70.63,likes_people_better_than_dogs,no_special_skills
